Entity,Code,Year,"Average effective age of retirement, women (OECD)"
Spain,ESP,1976,71.8
Spain,ESP,1977,69.2
Spain,ESP,1978,67.5
Spain,ESP,1979,63.7
Spain,ESP,1980,66.6
Spain,ESP,1981,65.1
Spain,ESP,1982,64.6
Spain,ESP,1983,64.6
Spain,ESP,1984,64
Spain,ESP,1985,63.1
Spain,ESP,1986,63.7
Spain,ESP,1987,65.1
Spain,ESP,1988,65.6
Spain,ESP,1989,65.7
Spain,ESP,1990,65.1
Spain,ESP,1991,64.7
Spain,ESP,1992,64.1
Spain,ESP,1993,63
Spain,ESP,1994,63.2
Spain,ESP,1995,63
Spain,ESP,1996,62.8
Spain,ESP,1997,63
Spain,ESP,1998,63
Spain,ESP,1999,61.2
Spain,ESP,2000,61.8
Spain,ESP,2001,61.9
Spain,ESP,2002,61.2
Spain,ESP,2003,62.2
Spain,ESP,2004,63
Spain,ESP,2005,63.1
Spain,ESP,2006,63
Spain,ESP,2007,62.9
Spain,ESP,2008,63
Spain,ESP,2009,63.2
Spain,ESP,2010,63
Spain,ESP,2011,63.5
Spain,ESP,2012,63.2
Spain,ESP,2013,63.5
Spain,ESP,2014,63.1
Spain,ESP,2015,62.7
Spain,ESP,2016,62.6
Spain,ESP,2017,61.59999847
Spain,ESP,2018,61.29999924
Sweden,SWE,1970,66.6
Sweden,SWE,1971,65.3
Sweden,SWE,1972,65.2
Sweden,SWE,1973,65.1
Sweden,SWE,1974,65.5
Sweden,SWE,1975,65.1
Sweden,SWE,1976,64.4
Sweden,SWE,1977,64.5
Sweden,SWE,1978,64.6
Sweden,SWE,1979,64.1
Sweden,SWE,1980,64
Sweden,SWE,1981,64.2
Sweden,SWE,1982,63.8
Sweden,SWE,1983,63.3
Sweden,SWE,1984,63.2
Sweden,SWE,1985,63.1
Sweden,SWE,1986,62.9
Sweden,SWE,1987,63.2
Sweden,SWE,1988,63
Sweden,SWE,1989,62.3
Sweden,SWE,1990,62.5
Sweden,SWE,1991,62.6
Sweden,SWE,1992,62.2
Sweden,SWE,1993,62.2
Sweden,SWE,1994,62.3
Sweden,SWE,1995,61.7
Sweden,SWE,1996,61.9
Sweden,SWE,1997,62.09999847
Sweden,SWE,1998,61.90000153
Sweden,SWE,1999,62.3
Sweden,SWE,2000,62.4
Sweden,SWE,2001,62.1
Sweden,SWE,2002,61.9
Sweden,SWE,2003,61.8
Sweden,SWE,2004,61.6
Sweden,SWE,2005,62.5
Sweden,SWE,2006,62.7
Sweden,SWE,2007,62.9
Sweden,SWE,2008,63.1
Sweden,SWE,2009,63.6
Sweden,SWE,2010,63.3
Sweden,SWE,2011,64.3
Sweden,SWE,2012,64.3
Sweden,SWE,2013,64.1
Sweden,SWE,2014,64.2
Sweden,SWE,2015,64.4
Sweden,SWE,2016,64.6
Sweden,SWE,2017,65.09999847
Sweden,SWE,2018,65.40000153
Switzerland,CHE,1970,73
Switzerland,CHE,1971,71.8
Switzerland,CHE,1972,70.8
Switzerland,CHE,1973,69.9
Switzerland,CHE,1974,69.2
Switzerland,CHE,1975,68.3
Switzerland,CHE,1976,68.1
Switzerland,CHE,1977,67.8
Switzerland,CHE,1978,67.5
Switzerland,CHE,1979,67.2
Switzerland,CHE,1980,67
Switzerland,CHE,1981,67.1
Switzerland,CHE,1982,67.2
Switzerland,CHE,1983,67.2
Switzerland,CHE,1984,67.2
Switzerland,CHE,1985,67.1
Switzerland,CHE,1986,66.9
Switzerland,CHE,1987,66.7
Switzerland,CHE,1988,66.5
Switzerland,CHE,1989,66.3
Switzerland,CHE,1990,66.2
Switzerland,CHE,1991,66
Switzerland,CHE,1992,68
Switzerland,CHE,1993,68
Switzerland,CHE,1994,67.4
Switzerland,CHE,1995,66.6
Switzerland,CHE,1996,66.2
Switzerland,CHE,1997,63.90000153
Switzerland,CHE,1998,63.09999847
Switzerland,CHE,1999,63.2
Switzerland,CHE,2000,62.5
Switzerland,CHE,2001,64.7
Switzerland,CHE,2002,63.2
Switzerland,CHE,2003,63.9
Switzerland,CHE,2004,64.4
Switzerland,CHE,2005,64.9
Switzerland,CHE,2006,63.9
Switzerland,CHE,2007,64.1
Switzerland,CHE,2008,64.4
Switzerland,CHE,2009,63.5
Switzerland,CHE,2010,63.6
Switzerland,CHE,2011,64.3
Switzerland,CHE,2012,64.3
Switzerland,CHE,2013,64.3
Switzerland,CHE,2014,64.5
Switzerland,CHE,2015,64.2
Switzerland,CHE,2016,64.3
Switzerland,CHE,2017,64.30000305
Switzerland,CHE,2018,65
Turkey,TUR,1970,57.4
Turkey,TUR,1971,56.1
Turkey,TUR,1972,55.8
Turkey,TUR,1973,56.6
Turkey,TUR,1974,57.7
Turkey,TUR,1975,59.1
Turkey,TUR,1976,60.4
Turkey,TUR,1977,61.6
Turkey,TUR,1978,62.7
Turkey,TUR,1979,63.8
Turkey,TUR,1980,64.8
Turkey,TUR,1981,65.1
Turkey,TUR,1982,64.8
Turkey,TUR,1983,63.7
Turkey,TUR,1984,62.7
Turkey,TUR,1985,61.6
Turkey,TUR,1986,60.9
Turkey,TUR,1987,60.2
Turkey,TUR,1988,59.7
Turkey,TUR,1989,59.5
Turkey,TUR,1990,59.7
Turkey,TUR,1991,61.4
Turkey,TUR,1992,62.6
Turkey,TUR,1993,62.5
Turkey,TUR,1994,61.8
Turkey,TUR,1995,61.1
Turkey,TUR,1996,60.4
Turkey,TUR,1997,59.40000153
Turkey,TUR,1998,56.90000153
Turkey,TUR,1999,55.7
Turkey,TUR,2000,57
Turkey,TUR,2001,58.9
Turkey,TUR,2002,59.8
Turkey,TUR,2003,61.1
Turkey,TUR,2004,62.8
Turkey,TUR,2005,63.5
Turkey,TUR,2006,63.8
Turkey,TUR,2007,64
Turkey,TUR,2008,64.3
Turkey,TUR,2009,64.9
Turkey,TUR,2010,65.1
Turkey,TUR,2011,65.4
Turkey,TUR,2012,65.6
Turkey,TUR,2013,65.8
Turkey,TUR,2014,66.1
Turkey,TUR,2015,66.3
Turkey,TUR,2016,66.5
Turkey,TUR,2017,65.5
Turkey,TUR,2018,64.90000153
United Kingdom,GBR,1970,65.7
United Kingdom,GBR,1971,65.4
United Kingdom,GBR,1972,65.2
United Kingdom,GBR,1973,65
United Kingdom,GBR,1974,65.2
United Kingdom,GBR,1975,64.6
United Kingdom,GBR,1976,63.6
United Kingdom,GBR,1977,64.1
United Kingdom,GBR,1978,63.7
United Kingdom,GBR,1979,63
United Kingdom,GBR,1980,62.6
United Kingdom,GBR,1981,62.2
United Kingdom,GBR,1982,61.7
United Kingdom,GBR,1983,61.2
United Kingdom,GBR,1984,61.1
United Kingdom,GBR,1985,60.8
United Kingdom,GBR,1986,61.2
United Kingdom,GBR,1987,61.2
United Kingdom,GBR,1988,60.9
United Kingdom,GBR,1989,60.8
United Kingdom,GBR,1990,60.7
United Kingdom,GBR,1991,60.3
United Kingdom,GBR,1992,60.2
United Kingdom,GBR,1993,60.5
United Kingdom,GBR,1994,61
United Kingdom,GBR,1995,60.7
United Kingdom,GBR,1996,60.8
United Kingdom,GBR,1997,60.59999847
United Kingdom,GBR,1998,60.70000076
United Kingdom,GBR,1999,60.8
United Kingdom,GBR,2000,60.9
United Kingdom,GBR,2001,60.8
United Kingdom,GBR,2002,61.3
United Kingdom,GBR,2003,61.6
United Kingdom,GBR,2004,61.2
United Kingdom,GBR,2005,61.5
United Kingdom,GBR,2006,61.6
United Kingdom,GBR,2007,61.8
United Kingdom,GBR,2008,61.9
United Kingdom,GBR,2009,62.3
United Kingdom,GBR,2010,61.9
United Kingdom,GBR,2011,62.2
United Kingdom,GBR,2012,62.3
United Kingdom,GBR,2013,62.1
United Kingdom,GBR,2014,62.3
United Kingdom,GBR,2015,63
United Kingdom,GBR,2016,63
United Kingdom,GBR,2017,63.29999924
United Kingdom,GBR,2018,63.59999847
United States,USA,1970,67.9
United States,USA,1971,67.2
United States,USA,1972,66.7
United States,USA,1973,66.6
United States,USA,1974,66.3
United States,USA,1975,65.9
United States,USA,1976,66
United States,USA,1977,66.2
United States,USA,1978,66.5
United States,USA,1979,66.1
United States,USA,1980,66.3
United States,USA,1981,66.1
United States,USA,1982,66.1
United States,USA,1983,65.5
United States,USA,1984,65.4
United States,USA,1985,65.2
United States,USA,1986,65.1
United States,USA,1987,65.2
United States,USA,1988,65.8
United States,USA,1989,65.8
United States,USA,1990,65
United States,USA,1991,64.5
United States,USA,1992,64.4
United States,USA,1993,64.2
United States,USA,1994,63.5
United States,USA,1995,63.6
United States,USA,1996,63.8
United States,USA,1997,64
United States,USA,1998,63.90000153
United States,USA,1999,64.1
United States,USA,2000,63.7
United States,USA,2001,63.5
United States,USA,2002,63.1
United States,USA,2003,63.4
United States,USA,2004,63.3
United States,USA,2005,63.2
United States,USA,2006,63.8
United States,USA,2007,64
United States,USA,2008,64.2
United States,USA,2009,64.8
United States,USA,2010,65.3
United States,USA,2011,64.8
United States,USA,2012,65.1
United States,USA,2013,64.9
United States,USA,2014,64.7
United States,USA,2015,64.8
United States,USA,2016,65.4
United States,USA,2017,65.90000153
United States,USA,2018,66.5
